,sentence,sentiment,tokens,sentiment_code
7187,@iberiaexpress Que fiasco! Poca profesionalidad! Oferta engañosa! No funciona nada! I love Ryanair,Negativa,iberiaexpress fiasco profesionalidad oferta engañoso funcionar love ryanair,-1
7188,"Alucino con los vuelos de Ryanair y su personalización. 
No me preguntes por qué pero en mi asiento la publicidad e… https://t.co/Yn3RdFa4Nb",Negativa,alucino vuelo ryanair personalizacion preguntes asiento publicidad,-1
7189,@Iberia @RochiRojas2 RT POR FAVOR: PASAJEROS QUE IBERIA LES DEMORA LA DEVOLUCION DEL DINERO. JODAMOSLOS. RETUITEEMO… https://t.co/GNaH1qsOSi,Negativa,iberia rochiroja favor pasajero iberio demoro devolucion dinero jodamoslos retuiteemo,-1
7190,Iberia tendrá 3 vuelos semanales más de ruta Bogotá-Madrid desde octubre 2018 https://t.co/2G7qS6YADM… https://t.co/941jCdKmXv,Neutra,iberio vuelo semanal ruta bogota madrid octubre,0
7191,"@pablomc Lo mismo pense en los vuelos de Polonia con Ryanair... el dni ni sacarlo, es increíble. Después pasa lo que pasa",Negativa,pablomc pense vuelo polonio ryanair dni sacar el increible pasar pasar,-1
7192,Ryanair tarda menos de dos horas en amargar la oferta aniversario de Iberia Express https://t.co/BEkXCkYvkf vía @CincoDiascom,Negativa,ryanair tardar amargar oferta aniversario iberio expressvia cincodiascom,-1
7193,"Ryanair y Vueling, a la cabeza de los retrasos en los aeropuertos españoles https://t.co/xGBBB6TPmc vía @Farodevigo",Negativa,ryanair vueling cabeza retraso aeropuerto españolesvir farodevigo,-1
7194,@Ryanair necesito viajar con un tubo de envío de 85cm. Debo facturarlo? Cual seria el precio? Podria ir como equipaje de mano? Thanks,Neutra,ryanair necesitar viajar tubo envio deber facturar el serio precio equipaje mano thanks,0
7195,Después de volar 3 h y cuarto cn Ryanair soy un ⛄️,Positiva,volar cuarto ryanair,1
7196,"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaColombia. Hola 79 destinos europeos al mejor precio https://t.co/eOhpBkuHBC",Neutra,iberio destino click deseadme suerte holacolombio hola destino europeo precio,0
7197,@thrill1995 @Morpheus11M2004 @Aleeixsiicras @pepecalasparra @michelrodrigom @juanma_rguez Claro que queremos que os… https://t.co/HQjQuHGU49,Neutra,thrill morpheusm aleeixsiicras pepecalasparro michelrodrigom juanmarguez,0
7198,"Después de sufrir #Telefónica, Iberia, Repsol, no digo que me alegre ver a los creídos del Reino de España hundiénd… https://t.co/3BMnN5vAF1",Negativa,sufrir telefonico iberio repsol decir alegre creidos reino españo hundiend,-1
7199,Mi 30 cumpleaños patrocinado por el black friday de ryanair 🖤🛫,Positiva,cumpleaños patrocinado black friday ryanair,1
7200,@Iberia este es uno de los motivos por los q creo q quizás la altura debería ser un factor para la seleccion de pue… https://t.co/NuXcTodOzi,Negativa,iberio motivo altura deber factor seleccion pue,-1
7201,Saltando #losAlpes #Ryanair #torino #Barcelona https://t.co/mNND6iJMD8,Neutra,saltar losalp ryanair torino barcelona,0
7202,La página de iberia express no sirve para nada. Estoy intentando comprar dos vuelos y me da problema y cuando les l… https://t.co/vqdwvF0YbP,Negativa,pagina iberio express servir intentar comprar vuelo problema,-1
7203,Acabo de ver el A340 de Iberia en VOR-C :'3 Soy feliz:3.,Positiva,acabo iberio vor feliz,1
7204,En #Outlander viajan más que la mayoría de personas en la actualidad y sin ryanair ni nada,Neutra,outlander viajar mayoria persona actualidad ryanair,0
7205,Estrenando compañía y ruta!!  ✈️👌🏻🌁 #FlyLevel #Iberia #ilovemyjob https://t.co/sNPZhiguqG,Positiva,estrenar compañia ruta flylevel iberio ilovemyjob,1
7206,Yo en mi email solo acepto spam de dos cosas: Ryanair y Skyscanner. 😂,Neutra,email aceptar spam ryanair skyscanner,0
7207,@CH_JRR10 En tanqueta no pero sí en un vuelo de Iberia.,Positiva,chjrr tanqueta vuelo iberio,1
7208,#flightdeal Albuquerque (ABQ) - Rome (FCO) USD 498 RT w Iberia https://t.co/hUIxRBUkau,Negativa,flightdeal albuquerque abq rome fco usd iberio,-1
7209,"Holis @Iberia dejó a mi mamá varada en Barajas, e incomunicada. Cómo sé cuándo viene? Llegará para navidad?",Negativa,holi iberio mama varado baraja incomunicado venir llegar navidad,-1
7210,@Iberia Buenas tardes! Viajo éste sábado XRY-VGO con bebé de 1 año y tarifa de equipaje 1 bulto en cabina por pax.… https://t.co/JZgYZVWzeF,Neutra,iberio tarde viajo sabado xry vgo bebe año tarifa equipaje bulto cabin pax,0
7211,Subiría un vídeo de como despega Iberia pero no se mira ni mergas  😁😁😁😁,Neutra,subir video despego iberio mira mergas,0
7212,@CEE_N1 @Iberia @educacyl @EUErasmusPlus @iber Genial! Qué suerte!,Positiva,ceir iberio educacyl euerasmusplus iber genial suerte,1
7213,@Iberia RT POR FAVOR: PASAJEROS QUE IBERIA LES DEMORA LA DEVOLUCION DEL DINERO. JODAMOSLOS. RETUITEEMOS y COMPARTAM… https://t.co/P51LDC8Zxg,Negativa,iberio favor pasajero iberio demoro devolucion dinero jodamoslo retuiteemos compartam,-1
7214,Muy triste experiencia con el servicio al cliente de @iberia.,Negativa,triste experiencia servicio cliente iberio,-1
7215,Me sorprende muchísimo que hablo con gente de Ryanair y no saben lo que es un 'sobrecargo' o una 'imaginaria'. Ello… https://t.co/K9xENo49oZ,Neutra,sorprender muchisimo hablar gente ryanair sobrecargo imaginario,0
7216,@Iberia #HolaColombia 🇨🇴 soy de Colombia y me encantaría viajar a España 🇪🇸!,Positiva,iberio holacolombio colombio encantar viajar españa,1
7217,Siguiendo con mi serie “empresas que dan un servicio del culo” hoy un clásico @Ryanair_ES @Ryanair delayed delayed,Negativa,seguir serie empresa servicio culo clasico ryanaires ryanair delayed delayed,-1
7218,"Así fue el accidente del vuelo 5022 de Spanair, el más letal en España en 2 décadas [VIDEO] https://t.co/i7p482SWun",Negativa,accidente vuelo spanair letal españa decada video,-1
7219,"Retrasamos el hasta luego España porque el avión sale coooon retrasoooo
🤗🤗🤗🤗🤗
La segunda en la frente, Iberia xd",Negativa,retrasar españo avion salir coooon retrasoooo frente iberio,-1
7220,"Si queres trabajar Iberia te da una oportunidad, Tecnicos Aeronauticos o parecido. Tr estan convocando. https://t.co/PoxOHSJpzh",Negativa,querer iberio oportunidad tecnico aeronautico parecido convocar,-1
7221,"@manelmarquez @vueling Apuesto a que la señora fué impertinente,y eso se lo podrás hacer a un taxista en el centro… https://t.co/hKt6TpA2ZR",Negativa,manelmarquez vueling apuesto señora fue impertinente podrar taxista centro,-1
7222,"@Iberia El caso es que ya he comprado el nuevo billete y me han liquidado, además de la penalización de 45€, 18€ má… https://t.co/Blb5yvpcMv",Negativa,iberio caso comprado billete liquidado penalizacion,-1
7223,Tenéis pensado arreglar alguna vez el check in online @Iberia @iberiaexpress ? Segunda vez en menos de un mes que v… https://t.co/3MjAOCXyho,Negativa,pensado arreglar check online iberio iberiaexpress mes,-1
7224,"@Iberia Seguimos exactamente igual, ellos dicen que buscando y que llames a un 901 para hablar con un agente, algo… https://t.co/syRLc4TSlX",Negativa,iberio seguir exactamente buscar llam hablar agente,-1
7225,15 diciembre de 1927 Nace @Iberia Felicidades. https://t.co/dL5chweuZb,Neutra,diciembre nacer iberio felicidad,0
7226,@mara_prez8 @n_larenas @AeropuertoUIO @Iberia @De_aviacion @aviationcommons @AviateAddict @Aviation_Pics… https://t.co/1QFWu14GKg,Negativa,maraprez nlarenas aeropuertouio iberio deaviacion aviationcommons aviateaddict aviationpics,-1
7227,"Hola @Iberia !Ayer nos cancelasteis el vuelo IB8326, por causas operativas. En el aeropuerto no nos supieron explic… https://t.co/Rsy6zk4wRk",Negativa,hola iberio cancelasteis vuelo causa operativo aeropuerto saber explic,-1
7228,@Iberia 90 años parece que fué ayer!!! Felicidades que sigan cada vez mejores en el servicio a la excelencia y cali… https://t.co/c84BEFUhOP,Positiva,iberio año fue felicidad seguir mejor servicio excelencio cali,1
7229,@Iberia cada día peor servicio. Azafatas que te hablan mal... Te cogen la maleta para bodega y luego 20 huecos dent… https://t.co/8MXgyha37j,Negativa,iberio servicio azafatas coger maleta bodego huecos dent,-1
7230,@Iberia Muchas gracias,Positiva,iberio gracias,1
7231,"Iberia y NH, las marcas más auténticas y fiables para los españoles en viajes https://t.co/ihnbtXUNNn",Neutra,iberio marca autentico fiable español viaje,0
7232,"@rafallopz @Iberia Aunque parezca prehistórico, lo que mejor hace funcionar a la página de Iberia es el Explorer.🤪",Neutra,rafallopz iberio parecer prehistorico funcionar pagina iberio explorer,0
7233,En la época de la tecnología a @Iberia @iberiaexpress le duele más una mala publicidad en un twett que una hoja de… https://t.co/9rctqzBILg,Negativa,epoca tecnologio iberio iberiaexpress doler malo publicidad twett hojo,-1
7234,"""Puedes encontrar tiempo para la tecnología y también para hablar con tu familia"".Echa un vistazo a esta interesant… https://t.co/zJHfS7uFHZ",Neutra,poder encontrar tecnologia hablar familia echar vistazo interesant,0
7235,@Iberia estimados pueden darme el fono da la oficina en Chile??,Neutra,iberia estimado dar yo fono oficina chile,0
7236,@jri2 @Iberia Noticia positiva! Aunque las estadisticas sean incorrectas! En adicion de Iberia se logro al mismo ti… https://t.co/vAcYvYYKW6,Positiva,jri iberio noticia positivo estadistica incorrecto adicion iberio logro,1
7237,@Iberia Ese cálculo debéis hacerlo antes y que afecte a todos los grupos y no sólo al grupo 3. Sabéis de sobra si e… https://t.co/gLGeqhAzEH,Negativa,iberio calculo debeis afectar grupo grupo sabeis sobrar,-1
7238,Los de Ryanair y los seguros médicos de las compañias aereas se pueden ir por ahí.,Negativa,ryanair seguro medico compañia aerea,-1
7239,Así se bajó un pasajero de RyanAir harto de esperar para desembarcar https://t.co/buakI0KxhO https://t.co/lCtPcjBqVU,Negativa,bajar pasajero ryanair harto esperar desembarcar,-1
7240,"@El_Universo_Hoy Los colores de españa 🇪🇸Iberia , sobre los mares de la Luna.
Foto/ @lebribri (francia) https://t.co/DpmbWFJOfw",Neutra,eluniversohoy color españo iberio mar luna foto lebribri francio,0
7241,@eltanomdp No es casual las propagandas de Iberia ...como.pueden  ser tan cipayos,Negativa,eltanomdp casual propaganda iberio puedenser cipayo,-1
7242,@Iberia os he mandado un dm,Neutra,iberio mandado,0
7243,.@ryanair tocará las narices a los trabajadores que a su vez no se las toquen a sus clientes intentando venderles c… https://t.co/MI56zIvGOh,Negativa,ryanair tocar nariz trabajador tocar cliente intentar vender el,-1
7244,Huelga del personal de tierra de Ryanair en España desde el 30 de diciembre https://t.co/u7IazeLtmn vía @indpcom,Negativa,huelga personal tierro ryanair españo diciembrevia indpcom,-1
7245,@ghanito Acabo de ver 4 xinetes a lombos de cabalos en chamas aterrar en Alvedro despois do Iberia de Madrid.,Neutra,ghanito acabo xinetes lombo cabalo chama aterrar alvedro despois iberio madrid,0
7246,@Iberia No me dais ninguna solución por DM. 96 horas sin maletas. Hasta vuestros compañeros de equipajes no lo enti… https://t.co/WRFyjEjhhn,Negativa,iberio dais solucion maleta compañero equipaj enti,-1
7247,"@MADRID @ManuelaCarmena @ManceraMiguelMX Lo hace para evitar la polucion, por que le faltan 1000 puntos para la ibe… https://t.co/JjCSKF1fAG",Negativa,madrid manuelacarmen manceramiguelmx evitar polucion faltar punto ibe,-1
7248,"Y ahí acaba la historia?? Pues no, resulta que en @Iberia trabajan ladrones, y una de mis maletas ha sido abierta y… https://t.co/P02YSNxHJU",Negativa,acabar historia resultar iberio ladron maletas abierto,-1
7249,"Sobran los motivos para volar.
¡Buenos días!
(📷: @Iberia ) https://t.co/iLNaM4dQIt",Positiva,sobrar motivo volar iberio,1
7250,El ultimo con luz de dia!  Iberia A346 #AvGeek @Martgenia @n_larenas @UlisesGtzR @Juan_RuizS @Tiwoofy @JCFichi… https://t.co/8A8htxMOjT,Negativa,luz iberio avgeek martgenio nlarenas ulisesgtzr juanruizs tiwoofy jcfichi,-1
7251,Mira @lapatrii ! @IBERIA PLUS: 25% de Descuento en Emisión de Billetes con Avios https://t.co/bIEbfCeAoc via @ultimallamada_,Positiva,mirar lapatrii iberio plus descuento emision billete aviosvia ultimallamado,1
7252,"@Iberia #iberia x esa vía continúan tomándome el pelo, me responden cualquier cosa sin leerme. Tratamiento vergonzo… https://t.co/AVkG5pHjfN",Negativa,iberio iberio via continuar tomandome pelo responder cosa leer yo tratamiento vergonzo,-1
7253,Pipeline también llega a un acuerdo con Iberia para facilitar el NDC vía @hosteltur https://t.co/X6QR8XnPqX,Neutra,pipeline llegar iberio facilitar ndc via hosteltur,0
7254,La huelga de pilotos de Ryanair en Irlanda amenaza con extenderse a más países https://t.co/JQV7l6p3Rx,Neutra,huelga piloto ryanair irlanda amenazar extender el pais,0
7255,a aerolite max mochila ryanair 55x40x20cm permiso cabina mochila equipaje de mano https://t.co/wt5inwmblq,Neutra,aerolite max mochilar ryanair xxcm permiso cabin mochilar equipaje mano,0
7256,@aena @TUIflyBelgium @Ryanair @SpottersMurcia Luego nos quejamos de la sequía que amenaza nuestro país.....,Neutra,aena tuiflybelgium ryanair spottersmurcio quejar sequia amenazar pais,0
7257,"Hola @Iberia, acabo de hacer 11 horas de vuelo con vosotros. Lo mejor no han sido los asientos nuevos, ni las nueva… https://t.co/tBeX17xOUb",Positiva,hola iberio acabo vuelo asiento,1
7258,@sodapopbs @Iberia Eso es correcto,Negativa,sodapopbs iberia correcto,-1
7259,A s’avion un ha comprat un asiento per sa maleta perque li sortia lés barato que embarcarla jajajaja ryanair no win,Neutra,avion comprat asiento per maleta perque sortear les barato embarcarlo jajajajo ryanair win,0
7260,Nuestras montañas... Con @Iberia #Paraísonatural https://t.co/UKT9i9xhC9,Negativa,montaña iberio paraisonatural,-1
7261,@iberiaexpress @Iberia Ninguna ayuda después de 15 minutos pasados al teléfono para nada.,Negativa,iberiaexpress iberio ayudar minuto pasado telefono,-1
7262,VERGUENZA que @Iberia en el año 2017 no tenga a disposición del cliente un Chat En Linea para resolución de problemas.,Negativa,verguenza iberio año disposicion cliente chat line resolucion problema,-1
7263,@mjberrocal @Grupo_Envera_ @Iberia @TinaAlija1 @LopezyValiente @sovimon74 @AngieGuillenMua @LupeMateo @m_ontoba… https://t.co/RFgQZAvY6w,Positiva,mjberrocal grupoenvero iberio tinaalijo lopezyvaliente sovimon angieguillenmua lupemateo montobar,1
7264,"@Iberia Tradición que se conserva, se mantiene y se hace ya tradicional en toda vuestra flota... Enhorabuena y Felicidades",Neutra,iberio tradicion conservar mantener tradicional flota enhorabuen felicidad,0
7265,"Retweeted Karla Iberia Sánchez (@karlaiberia):

De Chalco para el mundo: https://t.co/49Bva4rcQD https://t.co/ulaey0lsYs",Neutra,retweeted kar el iberio sanchez karlaiberio chalco mundo,0
7266,@Ciclismo2005 @lmsilvamo El servilismo de la prensa especializada durante estas concentraciones de invierno a cuent… https://t.co/kSLacm4Sxf,Negativa,ciclismo lmsilvamo servilismo prensa especializado concentracion invierno cuent,-1
7267,@carolinayooo @SamsungEspana @Iberia Has creado un perfil con 6 tweets escribiendo solo a Samsung para que te regal… https://t.co/t0ircpzGmS,Neutra,carolinayooo samsungespan iberio creado perfil tweets escribir samsung regal,0
7268,@KojisanYT @Iberia Fuerza bro ! No me gusta mucho Iberia tampoco. Mi vuelo De Santiago a Madrid no fue de las mejores experiencias,Negativa,kojisanyt iberio fuerza bro gustar iberio vuelo santiago madrid mejor experiencia,-1
7269,@iberia escribe enseguida que públicas en Twitter pero no indemniza el lamentable trato y no dice nada al respecto https://t.co/EFxMhlblbO,Negativa,iberio escribir publico twitter indemniza lamentable tratar,-1
7270,"Con @Iberia, mi destino a un solo click. ¡Prueba suerte! #HolaColombia 79 destinos europeos al mejor precio https://t.co/u2mhDMz3Vd",Neutra,iberio destino click probar suerte holacolombio destino europeo precio,0
7271,Iberia Plus cumple 25 años. Queremos celebrarlo contigo de una manera muy especial. Elige tu número favorito y... ¡… https://t.co/ktpbS2RSx7,Positiva,iberio plus cumplir año celebrar el especial elegir numero favorito,1
7272,¿En que más se diferencian Ryanair e Iberia Expres? Ryanair responde a las reclamaciones en 24 horas. Iberia Expres… https://t.co/hZextXqxB7,Negativa,diferenciar ryanair iberio expr ryanair responder reclamacion iberio expres,-1
