,sentence,sentiment
8874,"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaColombia. Hola 79 destinos europeos al mejor precio https://t.co/yweNYotPbf",Negativa
8875,"@Iberia correcto @Iberia, conseguí desde la página web Argentina sin problemas.
participo y difundo, muchas gracias y saludos !!! ✈️",Positiva
8876,@Ryanair Fuerteventura 😍 #TravelThursday,Negativa
8877,"Nosotros a la vuelta de Franfu
https://t.co/XtoUliRqn8",Neutra
8878,"@Iberia A partir de las primeras 24 horas?! Desde luego, alucinante. Debéis de pensar que la gente no se lava los d… https://t.co/FCQ2tQNBiP",Negativa
8879,@Iberia Nos vamos a Santander(SDR) con esta bestia el Airbus A330-200. https://t.co/dI4n2jrfSo,Neutra
8880,17 euros Valencia-Budapest @Ryanair_ES https://t.co/DOmDLfCHRq vía @levante_emv,Neutra
8881,El director de RRHH de LG Iberia afirma que cuidar el bienestar de los empleados es una inversión vía @EFEempresas… https://t.co/nJeteTkpCb,Negativa
8882,"#Marketing #Publicidad #MrketingDigital redaccion“Nos hemos basado en la emotividad de su contenido”, Enric Pardo,… https://t.co/kLm2L1Hks0",Neutra
8883,"@arenadeotromar @Iberia @Aeromexico Pues a mí @iberia no me coge el teléfono, me contesta a la 4 horas por twitter… https://t.co/meqGNqFsbB",Negativa
8884,#Ryanair al fin contesta #reclamación por #cancelación 18h antes de volar y deniega compensar alegando huelga de controladores franceses.,Negativa
8885,También pasa en Europa. https://t.co/8EQo2b0yGx,Negativa
8886,@Conbotasymochil @AirNostrumLAM @Iberia Os esperamos allí 😉😊,Neutra
8887,Por favor Ryanair que si me quedo en esta casa me va a dar un telele déjame irme antes.,Negativa
8888,@doctorsondrobe @Iberia manga de gallegos,Negativa
8889,Acabo de descubrir que el piloto crack de #Iberia que me llevó de Madrid a Venecia el 1 de mayo del año pasado se l… https://t.co/PNFcskqRiG,Positiva
8890,@lasdocesillas @Davidnavallica @ligasordidaf1 @ElYateDeFlavio El business de Iberia Express no puede ser más Hacend… https://t.co/1sMcKXM6Op,Negativa
8891,"@MarketinGuille @Iberia gracias, si, ya hemos puesto la reclamación correspondiente",Neutra
8892,@Iberia ¿De cuánto tiempo es el retraso del vuelo IB0519 que debía salir a las 9:20h? Transparencia y claridad por favor cc @aeropuerto_LCG,Negativa
8893,@FacuCRubio Contar historias en un Iberia,Neutra
8894,@20m @Ryanair de españa no? Es la causa?,Neutra
8895,Ryanair se enfrenta mañana en Alemania a la primera huega de pilotos de su hist... https://t.co/tSnoBWZcdZ via @TradersAuto,Negativa
8896,@Iberia lo vuelve a hacer. Tener q retirar las maletas y volver facturar aunq tengas varios vuelos con ellos. Pierd… https://t.co/pJLkwec4xF,Negativa
8897,"@Nyxxxxxxxxxx @lazypopa @Iberia Unos ponen villancicos, otros ponen campanas para celebrar que han llegado (que no… https://t.co/2lBuPmF8ol",Negativa
8898,Cuando facturas con tiempo pero @Iberia juega con tus pertenencias. No tengo nada que usar y ustedes no dan la cara. https://t.co/V85hdjqGlo,Negativa
8899,"Gracias por la concurso #HolaEuropa @Iberia 🛫
Vámonos https://t.co/ZjjOCStBaz",Positiva
8900,@MarMarolayo @jatirado @Iberia @gloris72 @beryere @isabelsuarez86 @JulioMazziotti @Beatrizxy @Noticia_Libre… https://t.co/ycwllPXgQI,Positiva
8901,Ryanair como siempre a la vanguardia. https://t.co/Fm8M2RgotH,Neutra
8902,"Palermo, nuevo destino Ryanair para el verano 2018 https://t.co/rDIVgKIK3E",Neutra
8903,Me voy de viaje con @Iberia gracias a #HolaEuropa!!! https://t.co/tcSIoKjvC3,Positiva
8904,"Ya en España!!! Pero he perdido el avión a Mallorca y me toca esperar 3 horas al próximo. Sin embargo, @Iberia lo ha hecho muy bien! 😀",Positiva
8905,@Iberia Y me quieren cobrar tres o cuatro veces el valor del ticket. Eso lo tienen que avisar cuando compras. Yo lo… https://t.co/fuf6ltvXri,Negativa
8906,"@Bonhamled2 A ver, a ver...

Pero a @Iberia no le afectará, ¿verdad?",Negativa
8907,"Hoy tuve mi octavo y último vuelo con Ryanair 
Y puedo decir HE SOBREVIVIDO",Negativa
8908,@Iberia Estimados. La línea no me dio oportunidad de irme del Estado de la Florida con antelación al Huracán Irma.… https://t.co/tJjvQCA1YZ,Negativa
8909,FOTO AEROPUERTO EZEIZA ARGENTINA FOTO AVION AIRBUS A 320 DE IBERIA VUELO A MADRID ESPANA https://t.co/EOIGnspexF,Neutra
8910,"@Iberia pésima atención del call center, resulta q ahora no puedo viajar con mi esposa por q deciden cambiar mi asi… https://t.co/r9CJYnJTCH",Negativa
8911,"Futsal Maxorata vs Higuerita Iberia Toscal B, https://t.co/GVlmm0ulhM",Neutra
8912,Curioso...la polémica de los pilotos ha servido para que vuelva la política de precios con la que eliminaron a la c… https://t.co/HjXU1Djbox,Negativa
8913,@Grupo_Envera_ @Iberia @mjberrocal @COPAC_Tw @sepla_pilotos @ENAIRE @FundacionENAIRE @LopezyValiente @CSalasCOPAC… https://t.co/sEGgCtdS64,Negativa
8914,@VilaWeb @vueling Y os lo creéis? Es patético! @vueling @iberia,Negativa
8915,Ryanair está regalando 2 billetes gratis a todo el mundo después de la cancelación de más de 2000 vuelos. https://t.co/3UZB1YADft,Positiva
8916,Ryanair contraataca a Iberia Express y ofrece 100.000 asientos baratos después de la promoción de vuelos a 5€… https://t.co/j6mOqMe84N,Positiva
8917,"Volviendo a casa después de un fin de semana perfecto 💙✈️
Gracias @Iberia 
#Iberia #Airbus #A319 #Aviation #Travel… https://t.co/OHZKFmNft4",Positiva
8918,Cristo de Fátima #europa #europe #iberia #iberico #portugal #portuguese #portugues #gorpman… https://t.co/tYz7sVYtEC,Neutra
8919,"ryanair ha sacado vuelos a 5 euros, me estoy tentando a comprar alguno",Positiva
8920,"Línea Directa, Ryanair y la larga lista de empresas que estafan con los 902 #Stop902 #CX  
https://t.co/gXhsyPBj37 https://t.co/Exj7gKzv5y",Neutra
8921,@raskol_oviedin @Iberia @AeroAsturias Visto lo visto ... Podemos ir asumiendo cancelación de línea.,Negativa
8922,@Iberia Una de las mejores aerolineas del mundo! #90🎉,Positiva
8923,"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaColombia. Hola 79 destinos europeos al mejor precio https://t.co/izQfTVHhp9",Positiva
8924,"Así fue el accidente del vuelo 5022 de Spanair, el más letal en España en 2 décadas #VIDEO https://t.co/NqVAVb0e8F",Negativa
8925,¡Que exageración! Lo más arriesgado de Ryanair es intentar embarcar sin haber comprobado el tamaño de la maleta 😜 https://t.co/ZWhwnWxEXM,Neutra
8926,@Rumbo @Ryanair Cancelasteis mis vuelos y llevo mas de 4 meses para recibir mi dinero. En Ryanair no me muestran el… https://t.co/bQTzxrE50l,Negativa
8927,@Iberia RT POR FAVOR: PASAJEROS QUE IBERIA LES DEMORA LA DEVOLUCION DEL DINERO. JODAMOSLOS. RETUITEEMOS y COMPARTAM… https://t.co/OYJ5gTM3iR,Negativa
8928,"😂😂😂 qué paveros los de @Ryanair! #siempreMejorando dicen, mientras siguen en su escalada de monopolizar y restar se… https://t.co/5mp7s5709I",Negativa
8929,"""Los pilotos de Ryanair desconvocan la huelga tras ver reconocidos sus sindicatos"" by El País via Últimas noticias… https://t.co/80Fz6dxP9t",Positiva
8930,Para volver de Marruecos regresaré en una alfombra voladora. Todo mejor que @Ryanair,Negativa
8931,"@elmundoes Si Ryanair cobra por esto y al final el total vale lo mismo q Iberia, por ejemplo, para q volar con Ryan… https://t.co/yav785DpPF",Neutra
8932,"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaColombia. Hola 79 destinos europeos al mejor precio https://t.co/mbIdANaT7t",Neutra
8933,"IAG, el grupo de Iberia y Vueling, compra la austriaca Niki que estaba en quiebra
https://t.co/H8NvawFI6M… https://t.co/KRc7sEgt8R",Neutra
8934,Ryanair y su nuevo juego de las sillas es agotador.,Negativa
8935,@Iberia @iberiaexpress La.mejor compañia Iberia servicio y experiencias,Positiva
8936,@Iberia entre lo estrechos que habéis dejado los sitios y los azafatos que no te dejan poner el abrigo en el compar… https://t.co/LdpH556yVw,Negativa
8937,Tres niños pequeños gritando y llorando no van a poder conmigo. #Enjoyingtheflight #sunset &amp; #gintonic courtesy of… https://t.co/xgCUkE7O5K,Positiva
8938,En la T4 de Madrid ya hay más cola en el Fast Track que en la seguridad normal. De 4 filas solo abiertas 2 @Iberia,Negativa
8939,"Ryanair es la peor aerolinea de Europa, pero quien le puede decir que no a un pasaje ida y vuelta por $62 dolares 🤷🏾‍♂️",Negativa
8940,"@Guillodietrich De a poco @Guillodietrich van entregando nuestras rutas aéreas a Iberia, lo que sigue es entregar a… https://t.co/JHenBfpjwP",Neutra
8941,@Iberia ayer me abrieron la maleta y me robaron 250€ en el vuelo IB3707 Napoles-Madrid tras obligarme a facturar. Habrá alguna cámara?,Neutra
8942,@Iberia ¿es posible cambiar la fecha de mi billete a través de su página web?,Neutra
8943,"Llega el primer #duelodemarcas de MarketingDirecto: Ryanair vs. easyJet - Nuevo año, nuevos proyectos. En… https://t.co/5Qk9blpQ0d",Neutra
8944,Eso sí es descuento no como aquí que le ven la cara de pendejo al pueblo le suben el doble a todo y dicen q le baja… https://t.co/ISLyfNmPQi,Negativa
8945,"Desde uno de mis lugares más frecuentes, felicidades @Iberia https://t.co/19vrrshpfc",Positiva
8946,Iberia inaugura un nuevo espacio Premium para sentirte como una reina o un rey  https://t.co/TFmA3jcw9R,Positiva
8947,Iberia abre una convocatoria para incorporar técnicos de mantenimiento https://t.co/avd6aS8qqq https://t.co/CrKcZpsC4Y,Neutra
8948,Es una vergüenza q cobreis las llamadas a precio d oro a quien intenta encontrar la maleta q vosotros habeis perdido. @Iberia 👎,Negativa
8949,@Iberia La verdad es que como usuario desespera. Pasa constantemente en los handlings fuera de España. Ya lo he not… https://t.co/vgSjDCmAOv,Negativa
8950,"@Iberia imagino que debe ser por los Avios acumulados, pero haberme pasado a #IberiaPlusPlata premia mi fidelidad a… https://t.co/Jh9JR8F8wn",Positiva
8951,"En 2018, Iberia tendrá más vuelos y clase Turista Premium https://t.co/wkx75rntrE https://t.co/5l4MKj5u53",Neutra
8952,Los vuelos de #iberia los hace #level ?? #revolución !! @TanaFlying https://t.co/nsoimjn66F,Negativa
8953,Que deli dejar de viajar en ryanair #teamoturkish,Negativa
8954,"Así fue el accidente del vuelo 5022 de Spanair, el más letal en España en 2 décadas [VIDEO] https://t.co/pgoy9a5n3V",Negativa
8955,Muerte a Ryanair y su puta mierda de servicio. Una y no más. Que traten como ganado enfermo a sus putas madres.,Negativa
8956,La nueva política de equipajes de Ryanair entrará en vigor el próximo mes https://t.co/uqPVeKFKzh https://t.co/gy6aflA1GR,Neutra
8957,Y es que no nos sorprende... Os contamos la caída en picado de Iberia en @turama_es https://t.co/dHOsijC0rh 👎👎👎 https://t.co/3gWJYXcOxK,Negativa
8958,"@bc_irene @easyJet @Ryanair Yo tuve una experiencia pésima con @easyJet en julio, dos cancelaciones en 4 días, y ah… https://t.co/BaX1A9rMWL",Negativa
8959,"Yo no había nacido siquiera, y sin embargo me entristece lo que perdimos los venezolanos... 😢😢😢 https://t.co/oB6fhOKofi",Negativa
8960,"El tráfico de #Ryanair aumenta un 3% en diciembre hasta los 9,3... https://t.co/QwJHbEgNeo",Negativa
8961,pasajero de Ryanair intenta bajar por el ala del avión cansado de esperar el aterrizaje Video https://t.co/l59wqFwpfq vía @YouTube,Negativa
8962,@JoanTarda @vueling Vamos a atacar a Vueling dónde más le duele; a la cartera. Animo a todo el mundo a pasarse a su… https://t.co/gIQWxDPEE1,Positiva
8963,@Iberia El problema es que no es algo que ocurre de forma esporádica sino más a menudo de lo que creéis. Creo que e… https://t.co/e6IIiFQNTF,Negativa
8964,@Ryanair Alicante 👍🏼👍🏼👍🏼,Positiva
8965,"@Iberia El costo que ponía al seleccionar los asientos era ""gratis"". El costo final ""cero euros"". Sólo al finalizar salía el precio. (1/)",Negativa
8966,"@Iberia Enviado, @Iberia , quedo a la espera de vuestra respuesta. Muchas gracias.",Negativa
8967,"@infobae pero el gobierno fue muy rapido en entregarle las rutas a la low cost de iberia, socia de los makri........",Neutra
8968,Tourisme: Aérien: Iberia inaugure le lounge Velázquez &gt; Iberia-- https://t.co/9NAdrIlgFy #tourisme https://t.co/RcvdaJUibS,Positiva
8969,"✈️El personal de tierra de Iberia ha convocado 4 días de huelga antes de Nochebuena(21, 22, 23 y 24 de diciembre) a… https://t.co/ACz1FkvikC",Negativa
8970,"Si pagas mil euros por el vuelo, si no te sirven un brownie envuelto xD https://t.co/dLBskCDycs",Negativa
8971,#ahora #Ryanair seis horas de retraso para el vuelo de #sevilla a #barcelona #Lamentable @Ryanair_ES,Negativa
8972,"@Iberia ""coja usted mismo su maleta, tirela por este agujero y listo"" #vayamierdadeaerolinea https://t.co/sZ3wXhHwgX",Negativa
8973,@Iberia @franhermida1 @Iberia pero no le hagais caso.. este es gilipollas es muy conocido en coruña como jetas o by… https://t.co/04tOzVpJCk,Neutra
8974,"@enmachuk @Iberia Hijos de puta! Permitido por ley. Otra vez, país  indigno!",Negativa
8975,Con el paso de los días podemos decir que las malas decisiones de Ana Bull Iberia se fue a la tercera ojala ahora s… https://t.co/x8pdEGFYDc,Negativa
8976,@Iberia @AeroAsturias finales de Diciembre y los vuelos de la ruta Londres-Asturias siguen sin estar disponibles. S… https://t.co/m3iTT0Ql5x,Negativa
8977,@Profeco me puede ayudar a obligar a @iberiaexpress @Iberia que me dé respuesta porque no me regresan mi equipaje q… https://t.co/rheuj1M45O,Negativa
8978,"Línea Directa, Ryanair y la larga lista de empresas que estafan con los 902 https://t.co/IZ1bMBtpLc √ #Menéame",Positiva
8979,Torno a Milano con @Ryanair https://t.co/dSVim1PdDl,Positiva
8980,Motivadora espera para el cambio de avión @Ryanair https://t.co/GqhB6aCRa7,Neutra
8981,Iberia Plus cumple 25 años. Queremos celebrarlo contigo de una manera muy especial. Elige tu número favorito y... ¡… https://t.co/zMXAfYRnkh,Neutra
8982,"Pilotos de Ryanair en Irlanda, Italia y Alemania convocan huelgas https://t.co/nuBymESzdh",Negativa
8983,@ivan_cortina @Iberia A mi me hacen una cosa de esas y lo siguiente que saben de mi es una denuncia y una indemniza… https://t.co/fGWeidKzX2,Negativa
8984,"@javtos7 @SamsungEspana @Iberia Con un poco más, me da para otro billete.",Negativa
8985,"Ryanair busca profesionales para su centro de innovación digital en Madrid
https://t.co/g7O9aAXEOa",Positiva
8986,@Iberia Si vuelo de @British_Airways. No nos dijeron nada. Una hoja de papel con teléfonos y a buscarte la vida has… https://t.co/vlNuSD3pRC,Negativa
8987,"Señores de @Iberia, haced que el vuelo IB6833 salga más tarde para que lleguen los de Barcelona IB2101 y tengan tie… https://t.co/2YUeILOsDV",Neutra
8988,@Iberia Y la capacidad que tienen de manipulación del lenguaje es digno de una tesis doctoral,Neutra
8989,@InfoViajera Hice más de 20 vuelos con @Ryanair y siempre 10 ptos pero ahora con las cancelaciones tengo miedo de s… https://t.co/PXbPIjz5a4,Neutra
8990,Voy a Cracovia con Ryanair es la primera vez que viajo en avión en invierno y tiene que ser con ryanair a ver si se… https://t.co/IQjb3veEGM,Negativa
8991,¿Se puede reclamar por la huelga de personal de Iberia y Ryanair de estas Navidades? https://t.co/HGZj8vJDfF,Neutra
8992,No me creo que solo esten todos los aviones de Iberia con retraso! 🤦🏽‍♀🤦🏽‍♀🤦🏽‍♀,Negativa
8993,@luisangelmate @Iberia Contacta con #elreclamador a mi me fue bien. Si quieres te paso mails por privado.,Negativa
8994,@PabloK75 @Iberia A tu regreso espero el material para la pagina de Felipe. La mitad del pago de bussines es mio. Q… https://t.co/tjOi6SOLtd,Negativa
8995,@Iberia Tengo errores al hacer check-in cuando me piden meter mis dos apellidos.Vuelo Gatwick-Madrid.A que numero tengo q llamar?gracias,Neutra
8996,"Así fue el accidente del vuelo 5022 de Spanair, el más letal en España en 2 décadas [VIDEO] https://t.co/cZBhzfEeki",Neutra
8997,"[VÍDEO] Cansado de esperar, el hombre no tuvo mejor idea que sentarse a protestar sobre una de las alas del 737-800. https://t.co/lHL981HB8i",Neutra
8998,"@Iberia Iberia, y tras un mes he tenido que solicitarlos :( . Lo peor es que esto me pasa siempre",Negativa
8999,Tweet enviado desde aquí gracias a @Iberia https://t.co/5XLFv6FmYD,Positiva
9000,Debe ser el único empleado de Ryanair que no odia la vida ❤️,Negativa
9001,Iberia Express lanza una promoción de 5.000 billetes a 5 euros https://t.co/vgkUDSLJSr,Positiva
9002,#quedevuelvanlapastadelvuelo o k Hu irán cogido a Ryanair k es más barato. https://t.co/PnlBU860ak,Neutra
9003,"Así fue el accidente del vuelo 5022 de Spanair, el más letal en España en 2 décadas [VIDEO] https://t.co/yN01RZJuYi",Negativa
9004,@Iberia Sois nefastos @Iberia. Me habéis puesto en asiento diferente al de mi acompañante en un vuelo de 8 horas para mañana.,Negativa
9005,@infobae  saben la cantidad de valijas que pierde @Iberia a diario y no devuelve?,Negativa
9006,"@Iberia Pero eso me conlleva ir antes al aeropuerto, ya que en otras compañías puedo llevarlo impreso o en el móvil… https://t.co/DLnvvPJDPp",Negativa
9007,"Y aquí estoy otra vez, después de mucho tiempo, para acordarme de la existencia de los que pone sus abrigos en los… https://t.co/WP9YXVpxFf",Neutra
9008,"Level, la lowcost de @Iberia te propone hacer el check in online cuando tienen caida la pagina. Llamas y por hacer… https://t.co/Is17FRsxlQ",Negativa
9009,@Iberia Mi dos hermanos se intoxicaron con la comida del vuelo de @Iberia. Al avisar a la tripulación nos dijeron q… https://t.co/0BwkTeCQth,Negativa
9010,"@Iberia @iberia @iberiaexpress  muchas gracias, llegamos al aeropuerto sin haber dormido despues de la #ap6 y nos p… https://t.co/YT9NqksB9j",Neutra
9011,"Llevo un mes haciendo ejercicio. 
Había perdido 7 kilos haciendo ejercicio y comiendo bien.

Creo que en estos dos… https://t.co/fkXmmjmnZZ",Neutra
