sentence,vote
"“Me duele que Hugo se haya enfadado conmigo”
Susan TODA ESPAÑA ESTA ENFADADA.
 #LaIslaDeLasTentaciones11 https://t.co/s9eBXEOJ95",Neutra
Isidro con arnés de viaje es lo más adorable que vais a ver hoy. https://t.co/znF5BeFZA7,Positiva
"A veces me quejo de cosas que en verdad no son problemas, perdón a la vida por ser tan complicado y no ser mas alegre y agradecido. Buenos Días",Positiva
¿Sabes? Te amo tanto que me da miedo volver a verte.💔🥺,Positiva
"@PatriciaJMadrid Me parece fuera de lugar ese comentario, están separados y al aire libre; no te vi decir nada que ayer hizo 10 de la marcha del 8M y hubieron 836 infectados en Montevideo!!",Neutra
"El Congreso aprueba por fin la Ley de #Eutanasia, tras muchos años de lucha de asociaciones como @derechoamorir. Hoy somos un país más decente y más libre. Los ultras de PP y VOX que hablan de libertad, por supuesto, han votado en contra.",Positiva
"#MIRONEWS No ceda por miedo a un “me van a”, no lo harán solo usan el miedo. Somos muchos, somos legión, cada uno que resiste ayuda a todos. Incluso quien le presiona duda. Sea fuerte, sea valiente, todo pasará y se arrepentirá si cede. Aguante. Un aullido",Neutra
"Alessandro Lequio, triste primer Día del Padre sin su hijo Álex: ""Te adoraba y te adora"", le escribe Ana Obregón junto a la foto que ha publicado recordando a su hijo https://t.co/UWotZXlBUE",Negativa
"Deja de tener miedo a lo que puede salir mal, y mejor emociónate por todo lo que puede salir bien.",Positiva
"Chicas: No tengan miedo de comunicar si se sienten en una situación de peligro en la calle. 

Hoy al final de la tarde, regresaba de hacer diligencias y decidí usar transporte público debido a que era una distancia corta, unos metros luego se montaron varias personas

Sigue...",Neutra
"@_anapastor_ Os falto poner que su sede social es Panamá, por tanto no es ni Española la empresa. 
Otro tema es la situación antes de la Pandemia donde disponían de un único avión.
Esto es directamente para que anticorrupción entre aquí a investigar por supuesta malversación.",Negativa
"Ryanair llevará el rescate de Plus Ultra al Tribunal General de la UE.

Considera discriminatoria la ayuda concedida a una aerolínea con un solo avión y la mitad del capital en manos de amigos de Maduro.

 https://t.co/6j79dK04wi",Negativa
"La compañía con lazos chavistas rescatada por el sanchismo, la “estratégica” de un sólo avión Plus Ultra, fue la segunda aerolínea con más denuncias de pasajeros ante el Estado en 2019

Y mientras,tantos autónomos o empresas sin ayudas

Cada vez huele peor
https://t.co/k7EawOXBPv",Negativa
"📢 En #RadioPaís, la periodista de @radionacionalsl 
 Ayelén Britos sostuvo que la estudiante “posiblemente se haya contagiado en San Luis y no en la provincia vecina”.  En la provincia hay un promedio de entre 70 y 80 casos de #coronavirus  por día.

https://t.co/KpXJcQUXkw",Negativa
"Me acaban de decir que le parece triste que yo viaje solo, vaya a la playa solo y haga todo solo...

A mi me parece más triste dejar de hacer las cosas que te gustan esperando por la compañía de alguien, el ""no puedo, no tengo con quién"" 🤷🏾‍♂️",Positiva
perdóname Dios por estar triste teniéndolo todo,Negativa
#Ciencia 🤓 Tuvieron que construir el museo encima de la MOLE 🗿 al no ser posible moverla... ya que pesa 5 veces más de lo que hoy en día podemos levantar con nuestra grúa más poderosa... #ConCiencia 👁 https://t.co/NLFHAJc5fK,Negativa
"La libertad de la España una, grande y libre con que Franco engañaba a los muertos de hambre https://t.co/79go31GZ4C",Neutra
"La compañía con lazos chavistas rescatada por el sanchismo, la “estratégica” de un sólo avión Plus Ultra, fue la segunda aerolínea con más denuncias de pasajeros ante el Estado en 2019

Y mientras,tantos autónomos o empresas sin ayudas

Cada vez huele peor
https://t.co/k7EawOXBPv",Negativa
"Amable recordatorio de que no respondan tuits sobre conatos de secuestros diciendo ""Yo me la paso ahí de lunes a jueves en las mañanas y vivo a 2 cuadras"". Hagan el favor.",Neutra
"Fondos destinados a ayudar a empresas estratégicas se dedican a salvar la “compañía aérea” de un chavista, compuesta por un avión.

Espero que nuestros socios europeos fuercen el establecimiento de todos los controles que el sanchismo elude y piensa seguir eludiendo.",Neutra
"Que alguien venga y me alegré la mañana , no pido otra cosa 😊🙏",Negativa
Bueno ya es viernes. Es lo único importante y alegre. Solo falta que llueva todo el fin de semana y no podría pedir más,Positiva
saber ingles🤝usar el traductor por el miedo a errar,Positiva
"Ryanair llevará el rescate de Plus Ultra al Tribunal General de la UE.

Considera discriminatoria la ayuda concedida a una aerolínea con un solo avión y la mitad del capital en manos de amigos de Maduro.

 https://t.co/6j79dK04wi",Negativa
"“Me duele que Hugo se haya enfadado conmigo”
Susan TODA ESPAÑA ESTA ENFADADA.
 #LaIslaDeLasTentaciones11 https://t.co/s9eBXEOJ95",Negativa
No confío en la gente que no toma café por las mañanas.,Negativa
"¿Por qué regalar un viaje a los que más quieres?😍

😉Es un momento de relax y una forma diferente de dar las GRACIAS. 

✈️Sólo tienes que elegir su destino preferido...¡Y disfrutar!

Feliz día del padre👨 https://t.co/HTAJZmRUYp",Positiva
"El problema de España son los youtubers que se instalan en Andorra y las infantas que se vacunan en Abu Dabi.
No regalar 53M a la chavista aerolínea con un solo avión Plus Ultra, representada por Baltasar Garzón.
Da miedo pensar cómo despilfarrará el Gobierno los fondos europeos.",Negativa
"En Entre Ríos, hombres con gorras de UATRE entran a un campo sin identificación ni motivo. La dueña pide que se vayan pero nada pasa.

Tener que discutir todos los días sobre la propiedad privada agota, genera miedo y desinversión.

Al sindicalismo violento hay que replantearlo.",Neutra
"Que el mayor rescate empresarial aprobado por el Gobierno haya ido a parar con 53M€ a Plus Ultra, una aerolínea con sólo 1 avión relacionada con Maduro que representa el 0.03% de los vuelos en España, mientras no llegan las ayudas a millones de españoles arruinados, es tremendo.",Negativa
@Pandora86c Que belleza!!!!,Neutra
Desespero entre pasajeros en avión derramando combustible sucedió este jueves en horas de la mañana en un vuelo de la Aerolínea Laser que salia de Maiquetia hacia Cancún Mexico. https://t.co/5c8NG4DOkN,Negativa
Isidro con arnés de viaje es lo más adorable que vais a ver hoy. https://t.co/znF5BeFZA7,Positiva
Vale y ahora el miedo creado a la población durante horas y horas de televisión con gente hablando de cosas de las que no tiene ni puta idea quien se lo quita ? https://t.co/cXdvpvZcYN,Positiva
"Lo de los 53 millones a Plus Ultra cada día apesta más. Una empresa que tiene... ¿un avión? ¿En serio? ¿Eso es ser una 'compañía estratégica'? Es un escándalo en toda regla. Pero veo a muchos muy callados. No se ponen ni colorados.",Negativa
"Me acaban de decir que le parece triste que yo viaje solo, vaya a la playa solo y haga todo solo...

A mi me parece más triste dejar de hacer las cosas que te gustan esperando por la compañía de alguien, el ""no puedo, no tengo con quién"" 🤷🏾‍♂️",Positiva
"El Gobierno sigue sin poder explicar el polémico rescate a Plus Ultra Líneas Aéreas, de un solo avión, que ha recibido una ayuda de la Sepi de 53 millones y que se ha convertido en la beneficiaria del mayor rescate estatal de la pandemia. Rarísimo por no decir  muy sospechoso. https://t.co/nFHY7E9Nzf",Negativa
"Digamos la verdad 
El avión de aerolíneas llega a Rusia ..abre la bodega y no saben cuántas dosis le van a dar 
Va de linyera a rogar vacunas",Negativa
"Hoy volví a la Tevé me crucé con gente querida a la que sigo en sus trabajos periodísticos, los abrace fuerte y se los dije.
Hoy volví y hubo gente que me recibió con una sonrisa alegre.
Fue momento bonito antes de entrar al estudio para la columna plebeya.",Positiva
"... ""Se trata de una organización que trae desde Bolivia la cocaína por avión. En una pista de Carmelo Peralta, hacían trasbordo para luego avanzar por tierra hacia Concepción, de ahí a Amambay y luego a Brasil"". Francisco Ayala. @senad_paraguay - @1330am",Neutra
"Nuestro ultimo participante revelado esta noche.

Se juntaron los pibes! 
Estará el resto del imperio, verdad?... ver... verdad..?

Denle la bienvenida a @CrisGreen95 ! https://t.co/n36DwuPWn7",Positiva
"Gerardo Carrero dirigente juvenil que estuvo preso casi 3 años en el SEBIN, fue sacado de su residencia en Maracay donde vive con su esposa @AndreinaBaduel por una comisión mixta del FAES y DGCIM. Alertamos por su integridad física. #LiberenAGerardoCarrero https://t.co/l9opEgDqfu",Neutra
El Presi debe darle todo el poder a la FUPU y también al PLD total aquí nadie más caerá preso. Pan y circo.,Neutra
Mi espejo por las mañanas #LaIslaDeLasTentaciones11 https://t.co/ijMGY10nGz,Neutra
"@f_roberto1 @AdriRM33 No tengas miedo Felix, CR7 va a seguir siendo el mejor delantero posible hasta los 40 años. Al margen de que su llegada no implica que no vengan Haaland o Mbappé. Al contrario, el tiempo juega a nuestro favor si la necesidad de goleadores es menor.",Neutra
"Me acaban de decir que le parece triste que yo viaje solo, vaya a la playa solo y haga todo solo...

A mi me parece más triste dejar de hacer las cosas que te gustan esperando por la compañía de alguien, el ""no puedo, no tengo con quién"" 🤷🏾‍♂️",Positiva
"ALUCINEN⬇️

La Aerolinea Chavista PLUS ULTRA rescatada con 53 millones€ por el Gobierno de Sanchez y que aún HOY, Nadia Calviño, Ministra de Econlmia sostiene que es ""ESTRATEGICA"", solo tiene UN (""1"") AVIÓN. https://t.co/PfBO9S7z4L",Negativa
@QueenSacrier pues mira la única ventaja que tengo al no conocer gente nueva es que al no ilusionarme tampoco tengo miedo de nada,Neutra
Vale y ahora el miedo creado a la población durante horas y horas de televisión con gente hablando de cosas de las que no tiene ni puta idea quien se lo quita ? https://t.co/cXdvpvZcYN,Positiva
"#QuéVer Una de las familias más populares te invitan a sus vacaciones en De viaje con los Derbez
https://t.co/p7XqdsBK8d https://t.co/7CkdhjzDB6",Neutra
Ayuso pasará de 30 a 54 escaños y está a uno de la mayoría absoluta junto a Vox https://t.co/vOwR8hZBpA,Positiva
"“Me duele que Hugo se haya enfadado conmigo”
Susan TODA ESPAÑA ESTA ENFADADA.
 #LaIslaDeLasTentaciones11 https://t.co/s9eBXEOJ95",Negativa
"@polemicas1 @pm_ucs @RoiLopezRivas @PresidenciaCV @GovCaboVerde @ecowas_cedeao @afribar @ONU_es @presidentecowas Papel muy triste ese de tratar de desvirtuar la verdad! #AlexSaab fue detenido ilegalmente por orden del imperio. Ni siquiera se preocuparon por elaborar pruebas falsas. Están tan seguros del servilismo d Cabo Verde, que no van a perder tiempo en nimiedades! #LibertadParaAlexSaab",Neutra
"“Me duele que Hugo se haya enfadado conmigo”
Susan TODA ESPAÑA ESTA ENFADADA.
 #LaIslaDeLasTentaciones11 https://t.co/s9eBXEOJ95",Negativa
"Los hosteleros son tontos, en lugar de abrir restaurantes deberían haber abierto aerolíneas con un único avión con sede legal en Caracas.",Neutra
"🔴#ÚLTIMAHORA | Ángel Garrido deja la política
https://t.co/rssVj6fjhA",Neutra
"El problema de España son los youtubers que se instalan en Andorra y las infantas que se vacunan en Abu Dabi.
No regalar 53M a la chavista aerolínea con un solo avión Plus Ultra, representada por Baltasar Garzón.
Da miedo pensar cómo despilfarrará el Gobierno los fondos europeos.",Negativa
Efraín Alegre cada vez que hay manifestaciones en contra del gobierno https://t.co/kHXUetRIBM,Positiva
"Me acaban de decir que le parece triste que yo viaje solo, vaya a la playa solo y haga todo solo...

A mi me parece más triste dejar de hacer las cosas que te gustan esperando por la compañía de alguien, el ""no puedo, no tengo con quién"" 🤷🏾‍♂️",Positiva
"Que no te de pena nada!, pa’lante es pa’ allá y sonrisa siempre por delante! https://t.co/IqxOI5HVj6",Positiva
Isidro con arnés de viaje es lo más adorable que vais a ver hoy. https://t.co/znF5BeFZA7,Positiva
"El problema de España son los youtubers que se instalan en Andorra y las infantas que se vacunan en Abu Dabi.
No regalar 53M a la chavista aerolínea con un solo avión Plus Ultra, representada por Baltasar Garzón.
Da miedo pensar cómo despilfarrará el Gobierno los fondos europeos.",Negativa
"Siendo de Cali y ya me da miedo ir a Bogotá por la inseguridad... 

¡Cómo estará de jodido eso allá!",Neutra
"Soy el wey que en clases se sabe la respuesta pero nunca la dice porque le da miedo, aunque por dentro sé que es la respuesta correcta.",Positiva
"El problema de España son los youtubers que se instalan en Andorra y las infantas que se vacunan en Abu Dabi.
No regalar 53M a la chavista aerolínea con un solo avión Plus Ultra, representada por Baltasar Garzón.
Da miedo pensar cómo despilfarrará el Gobierno los fondos europeos.",Negativa
"Maca es una gata súper feliz y vital. Es alegre y divertida y le encanta restregar su cabecita contra tus manos. Es coja de una patita debido a un atropello. Y por eso vino a #Apao hace años. Ha pasado de ser feral a ser una gata dulce, mimosa y buena que necesita una familia. https://t.co/zUyoxjalKE",Negativa
#ViernesSeCambiaAvatar @marioeagle @lalou03 @liishus @wicholopez qué alegre que ya es viernes 🤩🤩🤩,Positiva
"¡Feliz y positivo Sábado! 
Hoy vamos a sumar confianza, calma, alegría y esperanza. Y vamos a restar preocupaciones, quejas y temores. Que este día este lleno de paz, salud, amor y muchas Bendiciones para tod@s.
¡Muy buenos días! https://t.co/cEVnOvwIn9",Positiva
"No hay miedo, que venga el que sea. A estas alturas, cualquier rival es difícil y el Porto también es un grande de Europa.

A disfrutar de estar entre los 8 mejores, que no es para todos ni ocurre todos los días. #UCLdraw https://t.co/tVMx6HCPY7",Positiva
El PP da pista libre a VOX en Murcia para implantar el pin parental https://t.co/oacGoGIoWT,Negativa
"Roures esconde 500 millones de € en Holanda, pide 300 millones de € a los españoles para rescatar su empresa Mediapro en quiebra, mientras avala con 30 millones de € a Laporta. España financiando a sinvergüenzas  https://t.co/OYFOwEdYRg",Negativa
"@Ttrifasika Lo más triste es que todos los que están pasando por este populismo fascista se dan cuenta cuando llevan esos impresentables un tiempo en el poder
Tiempo en el que han empobrecido a todo dios y desmantelado todos los servicios
Lo unico es VOTAR",Negativa
"este es el ultimo dia de lali siendo nuestra lali, la q tenia miedo de llenar un opera y sacó un disco solista, ahora esa lali se la mostramos al mundo entero, para que por fin conozca todo ese talento que nosotros disfrutamos hace años, suerte mi lali que aca estaremos siempre🤍",Neutra
"Últimamente me da mucha flojera todo, entrar a clases, contestar mensajes, levantarme por las mañanas, ir a comer, creo que me estoy apagando.",Negativa
Isidro con arnés de viaje es lo más adorable que vais a ver hoy. https://t.co/znF5BeFZA7,Positiva
"El problema de España son los youtubers que se instalan en Andorra y las infantas que se vacunan en Abu Dabi.
No regalar 53M a la chavista aerolínea con un solo avión Plus Ultra, representada por Baltasar Garzón.
Da miedo pensar cómo despilfarrará el Gobierno los fondos europeos.",Negativa
